name,lat,lon,alt,city,icao,iata
Edificio Bank Boston Heliport,-33.41249847,-70.59111023,2270,Santiago,SHEC,
Esmeralda Heliport,-35.72000122,-71.50971985,574,Yerbas Buenas,SHEE,
Edificio Huidobro Heliport,-33.4038887,-70.57277679,2470,Santiago,SHEH,
Escuela de Investigaciones Policiales Heliport,-33.45944595,-70.71666718,1608,Santiago,SHEI,
Cuartel Gral. I División De Ejercito Heliport,-23.6825,-70.413889,124,Antofagasta,SHEJ,
El Mercurio Heliport,-33.38111115,-70.59583282,2247,Santiago,SHEM,
El Conquistador Heliport,-33.37055588,-70.65055847,1670,Santiago,SHEQ,
Eso Heliport,-24.63833427,-70.38471985,7861,Antofagasta,SHES,
San Esteban Heliport,-35.70222092,-71.57221985,541,Yerbas Buenas,SHET,
Los Cerrillos Military Heliport,-33.496389,-70.695278,1703,Santiago,SHFA,
Hospital San Camilo Heliport,-32.74833298,-70.70999908,2155,San Felipe,SHFE,
San Francisco Heliport,-34.15972137,-71.75166321,935,Litueche,SHFR,
Gral. Humberto Arriagada Heliport,-33.44749832,-70.60694122,1903,Santiago,SHGA,
Gertrudis Echeñique Heliport,-33.41361237,-70.58972168,2270,Santiago,SHGE,
Edificio Corpgroup Heliport,-33.404444,-70.573056,2448,Las Condes,SHGR,
Hospital Clínico Regional de Concepción Heliport,-36.82083511,-73.03500366,151,Concepcion,SHHC,
Helicopters Heliport,-34.21055603,-70.71583557,1837,Machali,SHHE,
Hospital FACH Heliport,-33.39194489,-70.54305267,2574,Santiago,SHHF,
Hospital del Imponente Heliport,-33.41722107,-70.52805328,2426,Santiago,SHHI,
Las Condes Heliport,-33.37329865,-70.5243988,,Santiago,SHHL,
Hospital Militar Heliport,-33.41527939,-70.60333252,2067,Santiago,SHHM,
Hospital Naval Almirante Nef Heliport,-33.99666595,-71.53583527,200,Viña Del Mar,SHHN,
Carabineros de Chile Heliport,-53.15638733,-70.92222595,213,Punta Arenas,SHHR,
Hospital del Salvador Heliport,-33.43611145,-70.62110901,1910,Santiago,SHHS,
Naval Heliport,-18.47220039,-70.32060242,12,Arica,SHHV,
Cuartel Gral. VI División de Ejercito Heliport,-20.22999954,-70.14499664,26,Iquique,SHIQ,
Isidora 3000 Heliport,-33.413889,-70.597778,2510,Las Condes,SHIS,
Hospital San José Heliport,-33.4086113,-70.65222168,1868,Santiago,SHJO,
Kipreos Heliport,-33.56027603,-70.7444458,1575,Santiago,SHKI,
Las Americas Heliport,-33.43583298,-70.64333344,2126,Santiago,SHLA,
Lan Courier Heliport,-33.38388824,-79.75055695,1565,Santiago,SHLC,
La Parva Heliport,-33.32888794,-70.28333282,9080,Farellones,SHLP,
Las Salinas Heliport,-32.99583435,-71.54722595,10,Viña Del Mar,SHLS,
Clínica Santa María Heliport,-33.43222046,-70.62833405,2028,Santiago,SHMA,
Mercedez Benz Heliport,-33.46166611,-70.71472168,1617,Santiago,SHMB,
Ministerio de Defensa Nacional Heliport,-33.43527603,-70.63805389,2123,Santiago,SHMD,
Mutual de Seguridad Heliport,-33.4580574,-70.69999695,1650,Santiago,SHMS,
Catalina Norte 1 Heliport,-52.56361008,-68.67555237,98,Punta Arenas,SHNC,
Nueva de Lyon Heliport,-33.41749954,-70.60805511,2192,Santiago,SHNL,
Catalina Norte 2 Heliport,-52.57527924,-69.66361237,30,Punta Arenas,SHNO,
Nazareno Heliport,-33.65277863,-70.52722168,2822,Pirque,SHNZ,
Santa Rosa De Tabalí Heliport,-30.679444,-71.408611,787,Ovalle,SHOT,
Lo Ovalle Heliport,-33.2508316,-71.36833191,919,Casablanca,SHOV,
Pelluco Heliport,-41.48555374,-72.90277863,66,Puerto Montt,SHPE,
Papudo Heliport,-32.50027847,-71.45916748,82,Papudo,SHPP,
Portillo Heliport,-32.83638763,-70.13111115,9000,Los Andes,SHPT,
Punta Catalina Heliport,-52.54583359,-68.7583313,16,Punta Catalina,SHPU,
Quinn Heliport,-39.85250092,-73.25720215,49,Valdivia,SHQN,
Rodelbahn Heliport,-33.45916748,-70.51721954,2789,Santiago,SHRB,
Jose Miguel Carrera Heliport,-33.441389,-70.655,2034,Santiago,SHRE,
Rapel Heliport,-34.21277618,-71.45305634,394,Las Cabras,SHRP,
Cerro Sombrero Heliport,-52.76666641,-69.28888702,98,Magallanes,SHSB,
Santiago Centro Heliport,-33.43916702,-70.64805603,2083,Santiago,SHSC,
Sonda Heliport,-52.24940109,-68.93669891,76,Santiago,SHSD,
Posesión Heliport,-52.24944305,-68.9366684,76,Posesion,SHSE,
Posesión 5 Heliport,-52.26833344,-69.07333374,98,Posesion,SHSI,
Skua 1 Heliport,-52.40916824,-68.78527832,98,Punta Catalina,SHSK,
Edificio Torre Santa María Heliport,-33.41666794,-70.6166687,2329,Santiago,SHSM,
Hospital Santiago Oriente Heliport,-33.5027771,-70.57888794,2083,Santiago,SHSO,
Edificio Torre San Ramón Heliport,-33.41666794,-70.60388947,2133,Santiago,SHSR,
Hospital Regional de Temuco Heliport,-38.73583221,-72.59833527,410,Temuco,SHSS,
Santiago Heliport,-33.44111252,-70.64527893,1929,Santiago,SHST,
Skua 4 Heliport,-52.3758316,-68.78861237,69,Punta Catalina,SHSU,
Edificio Corporativo CTC Heliport,-33.43694305,-70.63249969,2389,Santiago,SHTC,
Torre Interamericana Heliport,-33.43638992,-70.64360809,2185,Santiago,SHTI,
Torre Ligure Heliport,-36.82444382,-73.05000305,182,Concepcion,SHTL,
Subteniente Marcelo Topali Heliport,-33.43888855,-70.63500214,2121,Santiago,SHTO,
Sotracer Heliport,-37.47861099,-72.32666779,486,Los Angeles,SHTR,
Villarica Park Lake Heliport,-39.301944,-72.088889,804,Villarrica,SHVI,
Viña Matetic Heliport,-33.469444,-71.399167,820,Cartagena,SHVM,
World Trade Center Heliport,-33.40361023,-70.60333252,2261,Santiago,SHWT,
Sumaya Heliport,-33.67666626,-70.54722595,2244,Pirque,SHYA,
Dobova Airfield,45.88769913,15.65009975,,Mihalovec,,
Mostje Lendava Airfield,46.59980011,16.43190002,,Mostje,,
Krapje Veržej Airfield,46.57268524,16.19097328,,,,
Moravske Toplice 'Marič' Airfield,46.68215597,16.20374501,,,,
Prilozje - Metlika,45.59100828,15.26112556,,,,
Ula Novi Lazi,45.571455,14.857163,,,,
Cerkvenjak Airfield,46.54811797,15.91506958,,,,
Močna 'Jurkovič' Airfield,46.56780079,15.76696873,,,,
Imeno Field,46.12669,15.603708,,,,
Duplica UL field,46.19638889,14.58333333,1145,Kamnik,,
Sentvid pri Sticni field,45.944088,14.850393,1016,Sentvid pri Sticni,,
Pobrezje UL field,46.304296,14.904525,1220,Zg.Pobrezje,,
Kaplja Vas - Prebold UL field,46.242407,15.073425,908,,,
Andoljšek - Ribnica UL field,45.743935,14.713,1637,,,
Radenci Airfield,46.61686574,16.61687963,712,,,
Gorica-Smartno UL field,46.27079,15.23875,829,Gorica pri Smartnem v.R.d.,,
ZG.Kostrivnica UL field,46.258411,15.584676,485,Rog.Slatina,,
Aeroandres Heliport,-23.39472198,-46.63833237,3248,Mairiporã,SIAA,
Leda Mello Resende Airport,-21.37190056,-45.49489975,3050,Três Pontas,SIAB,
Hospital de Guaruz Heliport,-21.74083328,-41.31194305,33,Campos Dos Goytacazes,SIAC,
Estância Regina Airport,-21.00888824,-57.34805679,394,Porto Murtinho,SIAD,
BASF Guaratinguetá Heliport,-22.78611183,-45.17055511,1772,Guaratinguetá,SIAE,
Fazenda São José Airport,-13.7411108,-58.88555527,1903,Sapezal,SIAF,
Serrinha Heliport,-16.7211113,-49.26444244,2802,Goiânia,SIAG,
Vitória Apart Hospital Heliport,-20.2369442,-40.2788887,62,Serra,SIAH,
Fazenda Gaivota Airport,-16.23611069,-56.91888809,541,Poconé,SIAI,
Volkswagen Heliport,-23.72888947,-46.54972076,2539,São Bernardo Do Campo,SIAK,
Summerville Heliport,-8.435277939,-34.98249817,39,Ipojuca,SIAL,
Fazenda Palmital Airport,-20.69639969,-48.28639984,1709,Morro Agudo,SIAM,0
Hospital Dom vicente Scherer Heliport,-30.03055573,-51.22027969,184,Porto Alegre,SIAN,
Fazenda Araras Airport,-19.6297226,-55.2519455,1493,Corguinho,SIAO,
Ana Paula Airport,-31.73777771,-54.08944321,584,Aceguá,SIAP,
Fazenda Bom Retiro Airport,-22.79916763,-50.04611206,1617,Ibirarema,SIAR,
Auto Viação Reginas Heliport,-22.77638817,-43.32722092,108,Duque De Caxias,SIAS,
Temadre Heliport,-12.73861122,-38.60139084,16,Madre De Deus,SIAT,
Fazenda Jatobá Airport,-16.48333359,-56.27000046,404,Barão De Melgaço,SIAU,
Helicentro Helipark,-23.56472206,-46.83000183,2592,Carapicuiba,SIAV,
Fazenda Beira Rio Airport,-7.550278187,-56.17250061,870,Novo Progresso,SIAX,
Auriflama Airport,-20.74194336,-50.5316658,1277,Auriflama,SIAY,
Atlântida Heliport,-9.625,-35.70083237,187,Maceió,SIAZ,
Fazenda Jatobá Airport,-20.09916687,-55.92694473,400,Aquidauana,SIBA,
Edifício Comendador Alberto Bonfiglioli Heliport,-23.56444359,-46.65194321,2936,São Paulo,SIBB,
Vila de Tocos Airport,-21.8777771,-41.29472351,26,Campos Dos Goytacazes,SIBC,
Benedito Mutran Airport,-5.758570194,-49.17620087,551,Marabá,SIBD,
Marina Park Heliport,-3.718611002,-38.5316658,16,Fortaleza,SIBE,
Bunge Fertilizantes Airport,-24.71916771,-48.11861038,249,Cajati,SIBF,
Banco Induscred Heliport,-23.56388855,-46.65527725,2881,São Paulo,SIBG,
Helicidade Heliport,-23.5466671,-46.73694229,2418,São Paulo,SIBH,
Tame Guarujá Heliport,-24.00250053,-46.28861237,20,Guarujá,SIBI,
Sada Siderurgia Ltda Airport,-17.51944351,-44.76111221,1759,Várzea Da Palma,SIBK,
Clínica Porto Dias Heliport,-1.4375,-48.45833206,167,Belém,SIBL,
Helicentro ABC Heliport,-23.61694336,-46.58027649,2421,São Caetano Do Sul,SIBM,
Fazenda Canaã Airport,-23.07138824,-49.43249893,2021,Piraju,SIBN,
São Luiz Airport,-24.26250076,-52.79222107,1919,Boa Esperança,SIBO,
Ambev - Filial Guarulhos Heliport,-23.31861115,-46.36999893,2805,Guarulhos,SIBP,
WT Technology Park Heliport,-23.49555588,-46.81361008,2487,Barueri,SIBQ,
Chacará Recanto Tranquilo Heliport,-20.98194313,-47.66944504,2795,Brodowski,SIBR,
Terminal Petrobras - São Sebastião Heliport,-23.79861069,-46.40000153,16,São Sebastião,SIBS,
Transportadora Americana II Heliport,-22.73055649,-47.28472137,2005,Americana,SIBT,
Catolé da Rocha Airport,-6.362530231,-37.75619888,892,Catolé Da Rocha,SIBU,
Fazenda Bela Vista Airport,-21.44861031,-54.48860931,1083,Nova Alvorada Do Sul,SIBV,
Conceição Airport,-7.558229923,-38.49649811,1214,Conceição,SIBW,
Rosana Camargo Airport,-21.09111023,-50.24333191,1345,Buritama,SIBX,
Monteiro Airport,-7.878240108,-37.13999939,2031,Monteiro,SIBY,
Itaporanga Airport,-7.311659813,-38.11270142,958,Itaporanga,SIBZ,
Brejo das Freiras Airport,-6.704166889,-38.5027771,1017,São João Do Rio Do Peixe,SICA,
Pedro Simões Pimenta Airport,-6.487500191,-36.13999939,2139,Cuité,SICB,
Fazenda Campo Alto Heliport,-22.38888931,-47.28666687,2067,Araras,SICC,
Mima 2 Heliport,-21.57861137,-41.44638824,131,Cardoso Moreira,SICD,
Ypioca Heliport,-3.825278044,-38.48138809,66,Fortaleza,SICE,
Vol D`Oiseal Heliport,-23.61944389,-46.73389053,3038,São Paulo,SICF,
Fazenda Serrinha Airport,-20.66083336,-52.34000015,1188,Três Lagoas,SICH,
Conjunto Hospitalar de Sorocaba Heliport,-23.50944328,-47.4580574,2083,Sorocaba,SICI,
Gaivota Aviação Agrícola Airport,-13.46000004,-58.77500153,1706,Sapezal,SICJ,
Cidade Capelinha Airport,-17.6827774,-42.53111267,3113,Capelinha,SICK,
Praia da Piraquara Heliport,-22.98638916,-44.44277954,79,Angra Dos Reis,SICL,
Fazenda Nossa Senhora de Fátima Airport,-21.53888893,-52.11055756,984,Brasilândia,SICM,
Fazenda Vista Bonita Airport,-22.50333214,-51.81277847,1348,Sandovalina,SICN,
SOLAG - Sol e Lua Aviação Agrícola Airport,-13.31972218,-56.04694366,1453,Lucas Do Rio Verde,SICO,
Doutor Walter Beckert Airport,-23.97166634,-51.32361221,2779,Faxinal,SICP,
Cantareira Heliport,-23.37750053,-46.62527847,2657,Mairiporã,SICR,
Base Resgate Heliport,-15.77499962,-47.90611267,3609,Brasília,SICS,
Elektro Heliport,-22.99611092,-47.10583115,2041,Campinas,SICT,
Chamonix Heliport,-22.97833252,-46.86833191,2631,Itatiba,SICU,
Porto Marina Asturias Heliport,-23.9972229,-46.29249954,7,Guarujá,SICV,
Fazenda Santa Fé Airport,-17.46388817,-47.83166885,3094,Campo Alegre De Goiás,SICW,
Edifício Salvador Trade Center Heliport,-12.98388863,-38.45360947,349,Salvador,SICX,
Fazenda do Cedro Airport,-28.10833359,-53.19638824,2143,Chapada,SICY,
Edifício Comercial Lorena Heliport,-23.57305527,-46.49416733,2641,São Paulo,SICZ,
Edifício Dakota Heliport,-23.59416771,-46.68333435,2550,São Paulo,SIDA,
Doutor Almir Lopes de Oliveira Melo Airport,-4.26888895,-43.00055695,174,Coelho Neto,SIDB,
Pátio de Treinamento da HSE - TRAINING Heliport,-22.44361115,-41.87194443,187,Rio Das Ostras,SIDC,
Fazenda São João do Monte Alto Airport,-21.4972229,-55.26388931,1476,Maracaju,SIDD,
Polícia Federal Heliport,-23.51138878,-46.70444107,2438,São Paulo,SIDE,
Umicore Heliport,-22.69499969,-47.35555649,1706,Americana,SIDF,
Fazenda Jatobasso Airport,-22.42916679,-55.53333282,2152,Ponta Porã,SIDG,
Brahma Juatuba Heliport,-19.95777893,-44.33610916,2480,Juatuba,SIDH,
Centro Século XXI Heliport,-25.4347229,-49.2761116,3286,Curitiba,SIDK,
Deus é Amor Heliport,-23.55583382,-46.62472153,2474,São Paulo,SIDL,
Fazenda Cibrapa Airport,-15.03833294,-52.09833145,821,Barra Do Garças,SIDM,
Fazenda Ipanema Airport,-23.42555618,-47.58139038,1985,Iperó,SIDN,
Santa Elisa Heliport,-3.51888895,-39.17055511,98,São Gonçalo Do Amarante,SIDO,
Mega Air Heliport,-23.49333382,-46.55944443,2674,Guarulhos,SIDP,
das Quaresmas Heliport,-23.01527786,-44.29111099,358,Angra Dos Reis,SIDQ,
Retiro Piúva Airport,-19.83555603,-56.70360947,328,Miranda,SIDR,
Fazenda Santa Lucinha Airport,-18.0233326,-56.73222351,300,Corumbá,SIDS,
Edise Heliport,-22.90916634,-43.17889023,404,Rio De Janeiro,SIDT,
Biju Heliport,-22.2966671,-43.15194321,1969,Areal,SIDU,
Zizinho Heliport,-20.25333214,-44.76750183,2494,Divinópolis,SIDV,
Polícia Federal - Florianópolis Heliport,-27.5727787,-48.53194427,98,Florianópolis,SIDX,
Fazenda Yanduy Airport,-24.07749939,-51.81944275,985,Lunardelle,SIDY,
Estância Ayrton Senna Airport,-22.65611076,-54.82222366,1509,Caarapó,SIDZ,
Fazenda Ibiporã Airport,-21.46333313,-50.79666519,1181,Guararapes,SIEA,
Fazenda Carrapicho Airport,-20.74694443,-55.35722351,932,Dois Irmãos Do Buriti,SIEB,
Fazenda Anhumas II Airport,-22.04249954,-52.29138947,955,Presidente Eptácio,SIEC,
Colonial Airport,-15.45138931,-43.40527725,1621,Verdelândia,SIED,
Meliá Confort São Paulo Heliport,-23.63222122,-46.70777893,2502,São Paulo,SIEE,
Fazenda São José Airport,-20.57333374,-54.71694565,1722,Campo Grande,SIEF,
Fazenda Santa Edwiges Airport,-22.65305519,-53.39305496,951,Taquarussu,SIEG,
Lazzuli Heliport,-8.033332825,-34.87083435,69,Olinda,SIEH,
8º Batalhão da Polícia Militar Heliport,-26.30638886,-48.86000061,98,Joinville,SIEI,
Monte Verde Airport,-9.947221756,-57.49972153,821,Nova Monte Verde,SIEJ,
Eurípedes Mineiro de Mello Heliport,-20.8227787,-49.38999939,1838,São José Do Rio Preto,SIEK,
Fazenda Várzea Funda Airport,-16.58361053,-57.73222351,709,Cáceres,SIEL,
BASF Imigrantes Heliport,-23.71916771,-46.59944534,2625,São Bernardo Do Campo,SIEM,
Fazenda São Marcos Airport,-15.40499973,-53.34222031,1503,General Carneiro,SIEN,
Ambev Jaguaríuna Heliport,-22.71027756,-47.00333405,2192,Jaguaríuna,SIEO,
Riachuelo - Matriz Heliport,-23.50083351,-46.64611053,2595,São Paulo,SIEP,
Cosan Heliport,-22.63249969,-47.68638992,1667,Piracicaba,SIER,
Estância Tara Airport,-20.08833313,-56.72472382,607,Miranda,SIET,
Diamante Heliport,-22.37333298,-48.6930542,1444,Jaú,SIEU,
Fazenda Boca da Onça Airport,-20.76694489,-56.70611191,1050,Bodoquena,SIEV,
Palácio das Mangabeiras Heliport,-19.95416641,-43.91222382,3825,Belo Horizonte,SIEY,
Fazenda Pedra Branca Airport,-24.62416649,-50.45916748,2953,Tibagi,SIEZ,
Fazenda Sete Airport,-19.78555679,-56.4738884,328,Miranda,SIFA,
Sítio Canhanheiro Heliport,-23.22833252,-44.68500137,7,Parati,SIFB,
Fazenda Cachoeirinha Airport,-20.38222122,-56.26889038,722,Miranda,SIFC,
Fazenda Dois Irmãos Airport,-16.38722229,-57.28861237,591,Cáceres,SIFD,
Fazenda Dinorá Airport,-23.41638947,-50.60083389,2100,Nova Fátima,SIFE,
Fazenda Firme Airport,-19.25944328,-57.01166534,233,Corumbá,SIFF,
Life Center Heliport,-19.93527794,-43.92444229,3287,Belo Horizonte,SIFG,
Fazenda Santa Rita do Araguaia Airport,-17.32527733,-53.19694519,2464,Santa Rita Do Araguaia,SIFH,
Fazenda Jurema Airport,-21.80527878,-54.24638748,709,Rio Brilhante,SIFJ,
Hospital Santa Tereza Heliport,-22.50805664,-43.18972015,2752,Petrópolis,SIFK,
Solar dos Vianas Heliport,-16.73583221,-49.11083221,2342,Senador Canedo,SIFL,
Fazenda Mudança Airport,-9.912221909,-60.86194229,499,Aripuanã,SIFM,
Fazenda Planura Airport,-3.593611002,-59.65222168,188,Autazes,SIFN,
Condomínio Menega Airport,-29.04444313,-51.13888931,2566,Flores Da Cunha,SIFQ,
Fazenda Romaria Airport,-18.87059975,-47.55939865,3297,Romaria,SIFR,
Iguassu II Heliport,-25.51138878,-54.58361053,584,Foz Do Iguaçu,SIFS,
Fazenda Travessão Airport,-16.14777756,-60.1166687,906,Vila Bela Da Santíssima Trindade,SIFT,
Fazenda Ribeirão Airport,-22.41555595,-43.77527618,1319,Barra Do Piraí,SIFU,
Primo Bitti Airport,-19.82640076,-40.10079956,88,Aracruz,SIFV,
Fazenda São Lourenço Airport,-17.71833229,-57.00138855,400,Corumbá,SIFW,
Secretaria da Agricultura Heliport,-23.64777756,-46.6277771,2608,São Paulo,SIFX,
Fazenda Yndiana Airport,-21.77833366,-57.49583435,607,Porto Murtinho,SIFY,
Hungria 1100 Heliport,-23.57749939,-46.69388962,2514,São Paulo,SIFZ,
Jardin Guanabara Heliport,-22.8097229,-43.21027756,210,Rio De Janeiro,SIGA,
Morma II Heliport,-28.0419445,-48.63138962,171,Garopaba,SIGB,
Porto Cubatão Heliport,-24.97527885,-47.94472122,23,Cananéia,SIGC,
Gota Dourada Heliport,-21.00805664,-47.6586113,2848,Brodowski,SIGD,
Lagoa do Cavalo Heliport,-8.173055649,-35.63833237,1722,Gravatá,SIGE,
Fazenda Jopejó Airport,-15,-55.82500076,1020,Chapada Dos Guimarães,SIGF,
Auto Viação Reginas II Heliport,-22.66055679,-43.04722214,66,Magé,SIGG,
Adalberto S. Monturil Heliport,-16.70916748,-49.26194382,2759,Goiânia,SIGH,
Gabinete Militar Heliport,-16.68166733,-49.2555542,2523,Goiânia,SIGI,
Hospital HCA Heliport,-22.9197216,-43.19472122,103,Rio De Janeiro,SIGJ,
CD Guarulhos Heliport,-23.44611168,-46.44416809,2648,Guarulhos,SIGK,
Fazenda Boa Sorte Airport,-21.91527748,-53.51750183,1099,Nova Andradina,SIGL,
Fazenda São Benedito Airport,-16.2705555,-57.86277771,469,Cáceres,SIGM,
Asa Delta Airport,-15.5713892,-53.23361206,1585,General Carneiro,SIGN,
Fazenda Araguari Airport,-13.33666706,-53.95777893,2126,Gaúcha Do Norte,SIGO,
Companhia Siderúrgica Nacional Heliport,-22.49555588,-44.08111191,1234,Volta Redonda,SIGQ,
Região das Hortências Heliport,-29.36166763,-50.85305786,2805,Gramado,SIGR,
Fazenda Granja Santiago Airport,-17.16222191,-46.65999985,1946,Paracatu,SIGS,
Fazenda Goiabeira Airport,-23.98944473,-49.1791687,2260,Itaberá,SIGT,
Fazenda Café no Bule Airport,-19.8152771,-53.82583237,2199,Ribas Do Rio Pardo,SIGU,
Rede Record Heliport,-23.52361107,-46.66194534,2412,São Paulo,SIGV,
Estância Miranda Airport,-21.91444397,-57.14389038,640,Caracol,SIGW,
Fazenda Gairova Airport,-11.19777775,-58.23666763,1083,Juara,SIGX,
Fazenda Progresso Airport,-7.502500057,-44.20333481,1476,Sebastião Leal,SIGY,
Banco de Boston II Heliport,-23.61666679,-46.69861221,2830,São Paulo,SIGZ,
Hotel Ariau Amazon Towers Heliport,-3.089443922,-60.43805695,99,Iranduba,SIHA,
Fazenda Soberana Airport,-5.455832958,-46.0625,417,Grajaú,SIHB,
Cel PM Cícero Dantas dos Santos Heliport,-20.29333305,-40.3125,172,Vitória,SIHC,
Divena Heliport,-23.59805679,-46.6222229,2473,São Paulo,SIHD,
Mendes Heliport,-23.95916748,-46.33527756,52,Santos,SIHE,
Campo de Exposições Torto Heliport,-15.70444393,-47.92055511,3445,Brasília,SIHF,
Fazenda Ponderosa Airport,-10.07166672,-49.99555588,656,Pium,SIHG,
Hotel Intercontinental Heliport,-22.99777794,-43.26111221,33,Rio De Janeiro,SIHH,
Fazenda Itaipavas Airport,-6.616388798,-48.99583435,633,Piçarras,SIHI,
Sítio Flyer Airport,-10.10805607,-48.32638931,958,Palmas,SIHJ,
Hospital Santa Catarina Heliport,-23.56888962,-46.64527893,2844,São Paulo,SIHK,
Rio Centro Heliport,-22.97861099,-43.40916824,33,Rio De Janeiro,SIHL,
Dragão do Ar Heliport,-3.801666975,-38.43361282,33,Fortaleza,SIHM,
Estância Vacadiga Airport,-21.79861069,-56.57138824,936,Bela Vista,SIHN,
Kia Heliport,-23.28388977,-47.26610947,2080,Itu,SIHO,
Águas Claras Heliport,-15.82111073,-48.02027893,3757,Brasília,SIHQ,
Roberta Lombardi Heliport,-19.95249939,-43.91749954,3602,Belo Horizonte,SIHR,
Edifício Faria Lima Premium Heliport,-23.77305603,-46.59222031,2700,São Paulo,SIHS,
Tanguá Heliport,-23.00222206,-44.35333252,222,Angra Dos Reis,SIHT,
Unimed Heliport,-21.78222275,-46.59222031,3924,Poços De Caldas,SIHU,
Fazenda Boa Sorte Airport,-17.21111107,-46.61444473,2002,Paracatu,SIHV,
Agrishow Airport,-21.21888924,-47.87638855,1781,Ribeirão Preto,SIHW,
Hospital da Bahia Heliport,-12.98750019,-38.45055771,105,Salvador,SIHX,
Mont Blanc Heliport,-22.74638939,-45.55472183,6102,Campos Do Jordão,SIHY,
Nannai Beach Resort Heliport,-8.434721947,-34.98333359,9,Ipojuca,SIHZ,
Fazenda Paraná Airport,-11.69999981,-58.21805573,653,Brasnorte,SIIA,
Suiço Heliport,-23.37999916,-46.60638809,3189,Mairiporã,SIIB,
Caragoatá Heliport,-23.24111176,-44.59555435,66,Parati,SIIC,
Crepurizão Airport,-6.820000172,-56.84222031,695,Itaituba,SIID,
Fazenda Cachoeira Branca Airport,-20.89194489,-53.40416718,1733,Ribas Do Rio Pardo,SIIE,
Valparaíso Heliport,-21.3283329,-50.95027924,1181,Valparaíso,SIIF,
Eliza Camargo de Arruda Botelho Airport,-22.35750008,-51.10083389,1756,Rancharia,SIIG,
Torre 2000 Heliport,-23.56166649,-46.6883316,2743,São Paulo,SIIH,
